Code,Entity,PredefinedType,Name,Entity_NL,Definition,Definition_NL,Description_NL,ParentClassCode,Uid,Domain
IfcMedicalDevice,IfcMedicalDevice,,Medical Device,Medisch apparaat,"A medical device is attached to a medical piping system and operates upon medical gases to perform a specific function. Medical gases include medical air, medical vacuum, oxygen, carbon dioxide, nitrogen, and nitrous oxide.; Outlets for medical gasses should use _IfcValve_ with PredefinedType equal to GASTAP, containing an _IfcDistributionPort_ with [[FlowDirection]]=[[SINK]] and PredefinedType equal to [[COMPRESSEDAIR]], [[VACUUM]], or [[CHEMICAL]], and having property sets on the port further indicating the gas type and pressure. Tanks for medical gasses should use _IfcTank_ with PredefinedType equal to PRESSUREVESSEL, containing an _IfcDistributionPort_ with [[FlowDirection]]=[[SOURCE]] and PredefinedType=[[CHEMICAL]], and having property sets on the port further indicating the gas type and pressure range.; >","Een medisch apparaat is verbonden aan een medisch leidingsysteem en werkt op medische gassen, om een specifieke functie uit te voeren. Medische gassen omvatten medische lucht, medisch vacuüm, zuurstof, kooldioxide, stikstof, en stikstofoxide.",,IfcFlowTerminal,0a9974ef-6873-4eed-93ae-8bdbde6996b6,IfcHvacDomain
IfcPipeFitting,IfcPipeFitting,,Pipe Fitting,Leiding koppelstuk,"A pipe fitting is a junction or transition in a piping flow distribution system used to connect pipe segments, resulting in changes in flow characteristics to the fluid such as direction or flow rate.; Pipe fittings include elbows, junctions, manifolds, and plumbing boxes.; >","Een buisfit is een kruispunt of overgang in een buisstroomdistributiesysteem dat wordt gebruikt om buissegmenten te verbinden, resulteert in veranderingen in stroomkenmerken van de vloeistof zoals richting of stroomsnelheid.",,IfcFlowFitting,51ec480e-81a5-4667-96a8-af2d91f8dc79,IfcHvacDomain
IfcPipeSegment,IfcPipeSegment,,Pipe Segment,Leidingsegment,A pipe segment is used to typically join two sections of a piping network.; >,Een buissegment wordt gebruikt om meestal aan twee delen van een leidingnetwerk deel te nemen.,,IfcFlowSegment,8f73b81b-667e-4f2e-950f-3ce1fc86dce7,IfcHvacDomain
IfcPump,IfcPump,,Pump,Pomp,A pump is a device which imparts mechanical work on fluids or slurries to move them through a channel or pipeline. A typical use of a pump is to circulate chilled water or heating hot water in a building services distribution system.; >,Een pomp is een apparaat dat mechanisch werk aan vloeistoffen of schuimstoffen doorlaat om ze door een kanaal of pijpleiding te bewegen. Een typisch gebruik van een pomp is het verspreiden van koelwater of het verwarmen van warm water in een distributiesysteem voor gebouwen.,,IfcFlowMovingDevice,da626cac-98fb-4f4c-8d4a-c8c4bac3a68d,IfcHvacDomain
IfcSpaceHeater,IfcSpaceHeater,,Space Heater,Ruimte verwarmer,"Space heaters utilize a combination of radiation and/or natural convection using a heating source such as electricity, steam or hot water to heat a limited space or area. Examples of space heaters include radiators, convectors, baseboard and finned-tube heaters.; _IfcUnitaryEquipment_ should be used for packaged units supporting a combination of heating, cooling, and/or dehumidification; _IfcCoil_ should be used for coil-based floor heating.; >","Ruimteverwarmers maken gebruik van een combinatie van straling en/of natuurlijke convectie met behulp van een verwarmingsbron zoals elektriciteit, stoom of warm water om een beperkte ruimte of een gebied te verwarmen. Voorbeelden van ruimteverwarmers zijn radiatoren, convectoren, plintverwarmers en buizenverwarmers met lamellen.",,IfcFlowTerminal,20c6cd7a-bb4c-42ed-8dca-1a4cfdf92797,IfcHvacDomain
IfcTank,IfcTank,,Tank,Tank,A tank is a vessel or container in which a fluid or gas is stored for later use.; >,Een tank is een schip of container waarin een vloeistof of gas wordt opgeslagen voor later gebruik.,,IfcFlowStorageDevice,a051ae7f-8748-40a4-a7d2-2cd6a659406f,IfcHvacDomain
IfcTubeBundle,IfcTubeBundle,,Tube Bundle,Buis Bundel,"A tube bundle is a device consisting of tubes and bundles of tubes used for heat transfer and contained typically within other energy conversion devices, such as a chiller or coil.; >","Een buisbundel is een apparaat bestaande uit buizen en bundels buizen die gebruikt worden voor warmteoverdracht en die zich meestal in andere energie-conversie apparaten bevinden, zoals een koker of kogel.",,IfcEnergyConversionDevice,082b5dfd-90c2-4db4-bd80-d6f63876cb70,IfcHvacDomain
IfcUnitaryEquipment,IfcUnitaryEquipment,,Unitary Equipment,Unitaire Uitrusting,"Unitary equipment typically combine a number of components into a single product, such as air handlers, pre-packaged rooftop air-conditioning units, heat pumps, and split systems.; >","Unitaire uitrusting combineert meestal een aantal onderdelen in een enkel product, zoals luchtafhandelaars, voorverpakte dakafstandseenheden voor airconditioning, warmtepompen en splitsystemen.",,IfcEnergyConversionDevice,91a67370-1792-470c-855a-3bb193e960ea,IfcHvacDomain
IfcValve,IfcValve,,Valve,Radiatorkraan,A valve is used in a building services piping distribution system to control or modulate the flow of the fluid.; >,Een Radiatorkraan wordt gebruikt in een distributiesysteem voor bouwdiensten om de stroom van de vloeistof te controleren of te moduleren.,,IfcFlowController,03ba6f27-fdab-4d01-aebf-47861d1d3266,IfcHvacDomain
IfcVibrationIsolator,IfcVibrationIsolator,,Vibration Isolator,Vibratie Isolator,A vibration isolator is a device used to minimize the effects of vibration transmissibility in a structure.; >,Een trillingsisolator is een apparaat dat wordt gebruikt om de effecten van trillingen in een structuur te minimaliseren.,,IfcElementComponent,,IfcHvacDomain
IfcActor,IfcActor,,Actor,Acteur,"The _IfcActor_ defines all actors or human agents involved in a project during its full life cycle. It facilitates the use of person and organization definitions in the resource part of the IFC object model. This includes name, address, telecommunication addresses, and roles.; >","De [[IfcActor]] definieert alle acteurs of menselijke agenten die betrokken zijn bij een project gedurende de volledige levenscyclus. Het vergemakkelijkt het gebruik van persoon- en organisatiedefinities in het hulpbrondeel van het IFC-objectmodel. Dit omvat naam, adres, telecommunicatieadressen en rollen.",,IfcObject,463dbc90-5ef6-4411-b9c2-71144e8ed08d,IfcKernel
IfcContext,IfcContext,,Context,Context,"_IfcContext_ is the generalization of a project context in which objects, type objects, property sets, and properties are defined. The _IfcProject_ as subtype of _IfcContext_ provides the context for all information on a construction project, it may include one or several _IfcProjectLibrary_'s as subtype of _IfcContext_ to register the included libraries for the project. A library of products that is referenced is declared within the _IfcProjectLibrary_ as the context of that library.; Context definitions can be named, using the inherited _Name_ attribute, which should be a user recognizable key or number for the context. The _LongName_ can add a full name. Further explanations to the context can be given using the inherited _Description_ attribute.; A Context is declared by the relationship object _IfcRelDeclares_ that refers to the corresponding objects within the context. More specific relationships are introduced at the level of subtypes.; >","[[IfcContext]] is de generalisatie van een projectcontext waarin objecten, objecten, vastgoedsets, en eigenschappen worden gedefinieerd. De [[IfcProject]] als subtype van [[IfcContext]] biedt de context voor alle informatie over een bouwproject. het kan een of meerdere [[IfcProjectLibrary]]'s als subtype van [[IfcContext]] bevatten om de opgenomen bibliotheken voor het project te registreren. Een bibliotheek van producten waarnaar wordt verwezen wordt binnen de [[IfcProjectLibrary]] als context van die bibliotheek uitgeroepen.",,IfcObjectDefinition,2ef4dae0-8e0d-4c3e-a179-bf7d2f279492,IfcKernel
IfcControl,IfcControl,,Control,Bediening,"_IfcControl_ is the abstract generalization of all concepts that control or constrain the utilization of products, processes, or resources in general. It can be seen as a regulation, cost schedule, request or order, or other requirements applied to a product, process or resource whose requirements and provisions must be fulfilled.; >","[[IfcControl]] is de abstracte generalisatie van alle concepten die controle of beperking van het gebruik van producten, processen of hulpbronnen in het algemeen mogelijk maken. Het kan worden gezien als een regeling, kostenschema, verzoek of bestelling of andere vereisten die van toepassing zijn op een product. proces of hulpbron waarvan de vereisten en bepalingen moeten worden vervuld.",,IfcObject,5cc95018-83bd-4c3b-ba54-1475cf5cbdb7,IfcKernel
IfcGroup,IfcGroup,,Group,Groeperen,"_IfcGroup_ is an generalization of any arbitrary group. A group is a logical collection of objects. It does not have its own position, nor can it hold its own shape representation. Therefore a group is an aggregation under some non-geometrical / topological grouping aspects.; >",[[IfcGroup]] is een generalisatie van elke willekeurige groep. Een groep is een logische verzameling objecten. Zij heeft geen eigen positie en kan ook geen eigen vorm van vertegenwoordiging hebben. Een groep is daarom een aggregatie onder enkele aspecten van niet-geometrische / topologische groeperingen.,,IfcObject,e991a118-741e-4598-a023-d9ad58f0f717,IfcKernel
IfcObject,IfcObject,,Object,Object,An _IfcObject_ is the generalization of any semantically treated thing or process. Objects are things as they appear - i.e. occurrences.; >,Een [[IfcObject]] is de generalisatie van een semantisch behandeld ding of proces. Objecten zijn dingen zoals ze lijken - d.w.z. voorvallen.,,IfcObjectDefinition,03ad1d5a-0288-44a7-b612-096bd45ae66b,IfcKernel
IfcObjectDefinition,IfcObjectDefinition,,Object Definition,,"An _IfcObjectDefinition_ is the generalization of any semantically treated thing or process, either being a type or an occurrence. Object definitions can be named, using the inherited _Name_ attribute, which should be a user recognizable label for the object occurrence. Further explanations to the object can be given using the inherited _Description_ attribute. A context is a specific kind of object definition as it provides the project or library context in which object types and object occurrences are defined.; Objects are independent pieces of information that might contain or reference other pieces of information.; *",,,IfcRoot,40ee8a1b-c5dc-4107-8d14-cb784713b9e5,
IfcProcess,IfcProcess,,Process,Verwerk,"_IfcProcess_ is defined as one individual activity or event, that is ordered in time, that has sequence relationships with other processes, which transforms input in output, and may connect to other processes through input output relationships. An _IfcProcess_ can be an activity (or task), or an event. It takes usually place in building construction with the intent of designing, costing, acquiring, constructing, or maintaining products or other and similar tasks or procedures..;","[[IfcProcess]] is gedefinieerd als één individuele activiteit of gebeurtenis, die op tijd wordt geordend, die sequentierelaties heeft met andere processen, welke input in output transformeert, en kan verbinden met andere processen via input uitvoerrelaties. Een [[IfcProcess]] kan een activiteit (of taak) zijn, of een evenement. Ze vindt meestal plaats in bouwwerken met de bedoeling om producten, of andere vergelijkbare of vergelijkbare taken of procedures te ontwerpen, te besparen, te verkrijgen, te bouwen of te onderhouden..",,IfcObject,f56a4e45-de47-49a7-83d1-3628609eb4f3,IfcKernel
IfcProduct,IfcProduct,,Product,product,"The _IfcProduct_ is an abstract representation of any object that relates to a geometric or spatial context. An _IfcProduct_ occurs at a specific location in space if it has a geometric representation assigned. It can be placed relatively to other products, but ultimately relative to the project coordinate system. The _ObjectPlacement_ attribute establishes the coordinate system in which all points and directions used by the geometric representation items under _Representation_ are founded. The _Representation_ is provided by an _IfcProductDefinitionShape_ being either a geometric shape representation, or a topology representation (with or without underlying geometry of the topological items).; Products include manufactured, supplied or created objects (referred to as elements) for incorporation into an AEC/FM project. This also includes objects that are created indirectly by other products, as spaces are defined by bounding elements. Products can be designated for permanent use or temporary use, an example for the latter is formwork. Products are defined by their properties and representations.; In addition to physical products (covered by the subtype _IfcElement_) and spatial items (covered by the subtype _IfcSpatialElement_) the _IfcProduct_ also includes non-physical items, that relate to a geometric or spatial contexts, such as grid, port, annotation, structural actions, etc.; Any instance of _IfcProduct_ defines a particular occurrence of a product. The common type information, that relates to many similar (or identical) occurrences of _IfcProduct_, is handled by the _IfcTypeProduct_ (and its subtypes), assigned to one or many occurrences of _IfcProduct_ by using the objectified relationship _IfcRelDefinesByType_. The _IfcTypeProduct_ may provide, in addition to common properties, also a common geometric representation for all occurrences.; >","De [[IfcProduct]] is een abstracte weergave van elk object dat betrekking heeft op een geometrische of ruimtelijke context. Een [[IfcProduct]] vindt plaats op een specifieke locatie in de ruimte als er een geometrische vertegenwoordiging is toegewezen. Het kan relatief in andere producten worden geplaatst, maar uiteindelijk in verhouding tot het projectcoördinatiesysteem. De ObjectPlacement eigenschap creëert het coördinaatsysteem waarin alle punten en richtingen worden gebruikt door de geometrische vertegenwoordigingsitems onder vertegenwoordiging. De vertegenwoordiging wordt geleverd door een IfcProductDefinitionShape die ofwel een geometrische vorm representatie is. of een topologie representatie (met of zonder onderliggende geometrie van de topologische items).",,IfcObject,ed1b8d59-300e-45f5-b8df-fd0e833a761e,IfcKernel
